BondID,State,CreditRating,Sector,Coupon,IssueDate,MaturityDate,Price,Yield,Duration
BOND0299,TX,AA,Transportation,5.09,2022-03-01,2027-03-01,96.16,1.65,5.58
BOND0300,TX,AA,Public Safety,5.44,2017-07-01,2034-07-01,109.83,2.24,3.45
BOND0301,IL,AAA,Public Safety,5.4,2012-07-01,2024-07-01,93.11,1.89,4.17
BOND0302,NY,A,Utilities,2.68,2011-08-01,2024-08-01,91.45,4.61,7.42
BOND0303,TX,AA,Public Safety,4.61,2019-02-01,2034-02-01,92.35,2.3,5.4
BOND0304,IL,A,Transportation,5.19,2018-05-01,2028-05-01,90.51,4.66,3.99
BOND0305,CA,AA,Public Safety,2.99,2019-10-01,2039-10-01,94.41,3.32,9.42
BOND0306,IL,A,Transportation,5.2,2020-10-01,2033-10-01,97.24,3.7,7.88
BOND0307,IL,A,Utilities,2.62,2012-06-01,2032-06-01,105.08,4.64,7.42
BOND0308,TX,A,Utilities,2.57,2016-06-01,2034-06-01,108.14,3.91,9.13
BOND0309,IL,A,Transportation,5.44,2018-05-01,2032-05-01,106.05,4.02,4.02
BOND0310,FL,AA,Transportation,2.16,2015-07-01,2031-07-01,93.4,2.76,5.69
BOND0311,TX,AA,Public Safety,2.89,2019-09-01,2030-09-01,102.95,1.74,8.53
BOND0312,FL,AA,Healthcare,3.96,2018-11-01,2026-11-01,101.84,2.89,7.16
BOND0313,CA,AA,Transportation,3.39,2012-11-01,2029-11-01,105.76,2.67,4.25
BOND0314,NY,A,Public Safety,3.06,2010-10-01,2016-10-01,90.07,4.89,3.71
BOND0315,TX,A,Transportation,3.05,2021-06-01,2033-06-01,109.57,3.66,8.75
BOND0316,TX,A,Public Safety,4.57,2019-06-01,2028-06-01,96.47,3.52,9.9
BOND0317,TX,A,Utilities,4.05,2018-07-01,2027-07-01,94.16,4.03,5.46
BOND0318,TX,A,Healthcare,4.51,2013-02-01,2027-02-01,107.73,3.6,9.54
BOND0319,FL,AA,Public Safety,4.92,2012-06-01,2028-06-01,109.95,3.05,7.39
BOND0320,FL,A,Education,4.38,2019-02-01,2029-02-01,98.49,4.77,5.21
BOND0321,FL,A,Education,3.47,2020-09-01,2030-09-01,101.82,4.65,7.1
BOND0322,NY,A,Education,5.25,2016-11-01,2035-11-01,104.17,3.65,8.18
BOND0323,TX,AA,Healthcare,4.16,2017-06-01,2030-06-01,96.39,2.47,9.25
BOND0324,CA,A,Education,2.88,2017-12-01,2024-12-01,94.18,4.26,4.29
BOND0325,IL,A,Utilities,3.6,2021-11-01,2027-11-01,101.43,4.26,5.92
BOND0326,IL,AA,Healthcare,5.11,2012-02-01,2030-02-01,100.03,2.63,3.08
BOND0327,NY,A,Public Safety,4.04,2013-10-01,2033-10-01,92.55,4.1,4.28
BOND0328,FL,AA,Transportation,2.68,2012-06-01,2031-06-01,94.49,3.41,6.98
BOND0329,FL,AA,Transportation,2.85,2020-06-01,2027-06-01,91.56,2.01,5.58
BOND0330,IL,A,Education,4.55,2014-07-01,2033-07-01,94.1,4.17,8.44
BOND0331,IL,AA,Transportation,5.02,2021-03-01,2039-03-01,104.73,2.62,9.14
BOND0332,TX,AA,Healthcare,2.34,2012-03-01,2023-03-01,103.36,2.7,5.11
BOND0333,CA,AA,Utilities,3.18,2014-05-01,2030-05-01,97.52,1.67,8.08
BOND0334,NY,A,Transportation,4.92,2019-03-01,2036-03-01,108.82,3.84,9.7
BOND0335,IL,AA,Education,4.13,2016-06-01,2023-06-01,95.19,2.26,7.4
BOND0336,FL,AA,Healthcare,2.8,2015-11-01,2026-11-01,108.29,1.73,5.7
BOND0337,NY,AA,Public Safety,3.53,2016-02-01,2033-02-01,105.09,1.76,6.66
BOND0338,CA,AA,Public Safety,2.69,2020-05-01,2038-05-01,92.65,3.34,5.53
BOND0339,TX,AA,Utilities,3.02,2021-07-01,2038-07-01,109.25,2.04,9.67
BOND0340,IL,AA,Utilities,3.38,2015-11-01,2033-11-01,106.77,1.94,7.51
BOND0341,FL,A,Utilities,3.13,2021-12-01,2032-12-01,96.94,4.93,5.84
BOND0342,CA,AA,Utilities,4.14,2012-10-01,2028-10-01,98.35,3.38,8.61
BOND0343,FL,A,Education,5.21,2011-02-01,2020-02-01,103.98,3.56,3.35
BOND0344,IL,AA,Education,5.34,2021-08-01,2041-08-01,101.93,2.93,6.33
BOND0345,TX,AA,Public Safety,5.32,2021-02-01,2031-02-01,102.19,2.51,3.47
BOND0346,NY,AA,Transportation,3.54,2017-06-01,2036-06-01,90.99,3.18,5.28
BOND0347,TX,AA,Healthcare,5.12,2019-11-01,2029-11-01,99.53,2.06,7.52
BOND0348,FL,AA,Public Safety,2.88,2010-08-01,2026-08-01,104.14,1.6,6.44
BOND0349,CA,AA,Transportation,3.14,2020-08-01,2040-08-01,95.3,2.11,6.06
BOND0350,CA,AA,Healthcare,4.77,2022-05-01,2035-05-01,109.77,1.57,8.02
BOND0351,IL,AA,Healthcare,3.81,2010-10-01,2027-10-01,96.14,2.44,3.61
BOND0352,CA,AA,Education,5.25,2020-08-01,2035-08-01,100.17,2.39,6.2
BOND0353,IL,A,Education,2.1,2022-07-01,2036-07-01,99.7,3.74,3.78
BOND0354,CA,AA,Transportation,5.42,2014-03-01,2025-03-01,90.63,2.37,3.52
BOND0355,IL,A,Utilities,3.23,2021-06-01,2030-06-01,94.25,3.52,8.05
BOND0356,FL,AA,Healthcare,4.45,2014-07-01,2028-07-01,102.08,2.17,3.48
BOND0357,TX,AA,Utilities,2.07,2013-11-01,2026-11-01,109.02,1.59,7.51
BOND0358,IL,AA,Public Safety,4.26,2017-05-01,2024-05-01,91.99,2.2,8.7
BOND0359,IL,A,Healthcare,4.97,2010-01-01,2030-01-01,102.23,3.89,5.84
BOND0360,CA,AAA,Utilities,3.51,2016-11-01,2036-11-01,91.82,1.58,4.47
BOND0361,IL,AA,Public Safety,4.12,2012-10-01,2022-10-01,97.51,3.4,7.62
BOND0362,NY,A,Transportation,2.93,2017-01-01,2032-01-01,96.8,3.95,3.16
BOND0363,NY,AA,Healthcare,2.49,2014-09-01,2034-09-01,106.25,3.02,6.27
BOND0364,IL,AA,Education,4.68,2016-10-01,2023-10-01,107.82,3.24,6.23
BOND0365,FL,A,Public Safety,2.63,2022-09-01,2037-09-01,97.64,3.99,4.29
BOND0366,IL,A,Education,4.0,2016-03-01,2029-03-01,96.62,4.56,3.69
BOND0367,IL,AA,Education,3.38,2013-02-01,2032-02-01,109.32,3.19,7.7
BOND0368,FL,A,Education,5.13,2010-05-01,2020-05-01,99.3,4.08,7.2
BOND0369,NY,A,Public Safety,5.27,2011-07-01,2025-07-01,95.95,4.31,6.09
BOND0370,TX,AA,Healthcare,4.6,2014-01-01,2032-01-01,100.6,1.77,7.02
BOND0371,TX,A,Education,4.79,2012-03-01,2028-03-01,97.83,3.76,4.24
BOND0372,TX,AA,Transportation,2.51,2012-10-01,2021-10-01,105.06,2.59,8.7
BOND0373,FL,AA,Utilities,2.56,2016-08-01,2036-08-01,96.53,2.62,7.32
BOND0374,TX,A,Transportation,5.28,2018-08-01,2029-08-01,96.88,3.9,3.21
BOND0375,FL,AA,Education,2.26,2011-01-01,2029-01-01,109.73,1.61,8.09
BOND0376,CA,A,Education,3.46,2017-02-01,2036-02-01,97.27,4.09,8.7
BOND0377,FL,AA,Healthcare,2.21,2010-04-01,2028-04-01,106.47,2.44,8.2
BOND0378,FL,AA,Healthcare,3.63,2022-03-01,2030-03-01,103.93,2.39,4.78
BOND0379,FL,AAA,Education,5.04,2020-07-01,2031-07-01,108.34,1.56,4.96
BOND0380,NY,A,Transportation,4.25,2011-01-01,2021-01-01,108.7,4.89,8.15
BOND0381,FL,A,Healthcare,5.23,2010-05-01,2015-05-01,94.21,4.32,7.68
BOND0382,IL,AA,Transportation,4.47,2013-09-01,2021-09-01,94.11,1.81,5.69
BOND0383,CA,AA,Education,4.17,2019-09-01,2026-09-01,100.42,3.48,8.32
BOND0384,IL,A,Education,3.02,2010-01-01,2016-01-01,92.58,4.98,5.45
BOND0385,NY,A,Education,2.58,2010-04-01,2018-04-01,93.07,4.5,4.32
BOND0386,IL,AA,Education,3.79,2015-11-01,2029-11-01,93.31,2.05,8.48
BOND0387,NY,AA,Public Safety,3.21,2020-09-01,2035-09-01,93.91,3.09,7.3
BOND0388,FL,A,Public Safety,3.72,2013-11-01,2031-11-01,98.9,3.68,3.02
BOND0389,TX,AA,Education,2.81,2012-07-01,2026-07-01,90.94,2.12,9.55
BOND0390,IL,A,Healthcare,2.04,2012-02-01,2031-02-01,102.56,3.81,7.93
BOND0391,TX,A,Healthcare,5.31,2011-07-01,2018-07-01,103.92,3.88,5.64
BOND0392,NY,A,Public Safety,3.0,2020-10-01,2030-10-01,108.83,4.72,8.98
BOND0393,CA,AA,Utilities,2.75,2015-01-01,2020-01-01,105.59,1.69,9.3
BOND0394,TX,AA,Transportation,5.32,2021-10-01,2032-10-01,92.64,3.2,8.57
BOND0395,IL,AA,Utilities,2.77,2010-04-01,2021-04-01,102.26,2.8,9.57
BOND0396,CA,AAA,Transportation,3.89,2021-03-01,2028-03-01,105.92,1.61,3.17
BOND0397,IL,A,Education,3.3,2017-05-01,2026-05-01,102.16,3.84,4.52
BOND0398,IL,A,Utilities,3.95,2012-08-01,2021-08-01,98.42,4.39,5.77
BOND0399,NY,AA,Healthcare,3.16,2016-06-01,2024-06-01,97.22,3.2,8.31
BOND0400,IL,AA,Utilities,4.16,2021-05-01,2033-05-01,97.27,2.7,8.05
BOND0401,FL,AAA,Education,2.67,2010-05-01,2023-05-01,98.38,1.54,4.78
BOND0402,IL,A,Public Safety,4.35,2020-01-01,2037-01-01,106.32,4.51,8.85
BOND0403,FL,AA,Utilities,4.38,2012-05-01,2025-05-01,103.73,2.65,4.49
BOND0404,TX,AA,Education,2.26,2017-05-01,2035-05-01,97.66,2.63,9.88
BOND0405,IL,AA,Public Safety,3.86,2011-03-01,2024-03-01,108.5,1.95,6.85
BOND0406,FL,AA,Utilities,2.7,2017-07-01,2025-07-01,96.24,1.61,7.43
BOND0407,CA,AA,Public Safety,4.35,2015-09-01,2033-09-01,108.07,2.13,4.92
BOND0408,CA,BBB,Utilities,3.6,2013-12-01,2031-12-01,108.2,5.0,5.36
BOND0409,IL,A,Transportation,2.9,2012-07-01,2022-07-01,96.45,4.62,5.54
BOND0410,IL,AA,Healthcare,3.43,2012-11-01,2022-11-01,101.69,3.16,3.36
BOND0411,FL,AA,Education,4.76,2013-02-01,2022-02-01,91.42,2.78,3.3
BOND0412,TX,A,Transportation,4.23,2017-10-01,2031-10-01,103.74,4.55,6.11
BOND0413,TX,A,Public Safety,3.49,2010-01-01,2021-01-01,97.96,3.57,6.22
BOND0414,FL,AA,Utilities,2.91,2015-10-01,2027-10-01,106.94,3.38,6.14
BOND0415,IL,AA,Healthcare,4.64,2020-07-01,2039-07-01,106.5,2.74,3.4
BOND0416,NY,A,Education,4.48,2011-06-01,2016-06-01,109.61,4.41,3.24
BOND0417,FL,AA,Utilities,2.24,2022-07-01,2041-07-01,100.42,2.61,7.02
BOND0418,TX,AA,Transportation,3.87,2016-08-01,2026-08-01,92.1,2.67,7.33
BOND0419,FL,AA,Healthcare,5.11,2013-11-01,2031-11-01,104.31,3.11,4.6
BOND0420,IL,A,Healthcare,2.02,2012-12-01,2028-12-01,95.55,4.75,4.74
BOND0421,TX,AA,Utilities,2.51,2016-08-01,2035-08-01,100.13,2.18,7.43
BOND0422,CA,AA,Education,4.11,2021-05-01,2041-05-01,103.36,2.54,9.83
BOND0423,NY,AA,Transportation,4.1,2020-07-01,2038-07-01,99.75,2.73,8.31
BOND0424,IL,AA,Utilities,4.08,2020-02-01,2026-02-01,100.37,2.99,5.95
BOND0425,IL,A,Public Safety,5.23,2012-01-01,2023-01-01,107.28,3.5,4.76
BOND0426,FL,A,Public Safety,2.38,2014-03-01,2030-03-01,99.91,4.65,8.0
BOND0427,IL,A,Utilities,4.12,2010-09-01,2018-09-01,107.38,4.52,8.63
BOND0428,FL,A,Healthcare,3.67,2013-11-01,2033-11-01,94.1,4.92,6.59
BOND0429,IL,A,Public Safety,4.2,2017-05-01,2027-05-01,97.13,4.18,7.44
BOND0430,IL,AA,Transportation,2.68,2012-10-01,2031-10-01,105.58,1.93,8.97
BOND0431,TX,A,Healthcare,4.41,2010-10-01,2027-10-01,98.24,3.65,8.21
BOND0432,TX,A,Education,4.88,2010-08-01,2021-08-01,97.86,4.82,9.02
BOND0433,TX,AA,Education,2.27,2017-02-01,2022-02-01,100.54,3.49,8.04
BOND0434,CA,AA,Transportation,4.2,2014-06-01,2020-06-01,94.47,3.41,3.47
BOND0435,NY,AA,Utilities,4.33,2011-06-01,2030-06-01,98.35,2.93,5.61
BOND0436,FL,A,Utilities,4.93,2017-04-01,2024-04-01,100.24,4.34,6.89
BOND0437,CA,AA,Public Safety,2.49,2016-07-01,2032-07-01,100.26,1.58,8.43
BOND0438,NY,A,Transportation,2.92,2018-09-01,2029-09-01,105.59,3.9,8.52
BOND0439,FL,A,Utilities,2.51,2015-03-01,2024-03-01,104.68,4.46,7.42
BOND0440,IL,AA,Transportation,4.03,2014-09-01,2022-09-01,97.07,3.29,7.18
BOND0441,IL,A,Healthcare,4.34,2018-05-01,2024-05-01,94.64,4.7,5.71
BOND0442,CA,A,Utilities,4.94,2010-04-01,2026-04-01,109.48,4.45,9.24
BOND0443,IL,A,Healthcare,3.34,2015-05-01,2027-05-01,106.62,3.86,3.69
BOND0444,FL,AA,Healthcare,5.3,2015-01-01,2020-01-01,92.4,2.5,9.18
BOND0445,TX,A,Utilities,2.79,2020-04-01,2026-04-01,109.3,4.97,3.42
BOND0446,FL,A,Public Safety,3.03,2022-10-01,2041-10-01,100.42,4.45,8.5
BOND0447,IL,AA,Transportation,3.83,2012-03-01,2021-03-01,104.58,2.9,7.68
BOND0448,NY,A,Healthcare,4.77,2015-03-01,2032-03-01,96.67,4.71,6.68
BOND0449,CA,A,Healthcare,5.03,2020-12-01,2031-12-01,103.83,3.9,7.5
BOND0450,TX,A,Healthcare,5.3,2014-03-01,2032-03-01,102.59,3.96,3.12
BOND0451,TX,A,Transportation,4.82,2016-06-01,2033-06-01,104.56,4.34,4.2
BOND0452,TX,AA,Transportation,4.92,2013-12-01,2020-12-01,104.79,2.67,8.32
BOND0453,TX,AA,Utilities,3.59,2017-04-01,2027-04-01,98.92,2.15,8.72
BOND0454,TX,A,Transportation,2.31,2017-10-01,2027-10-01,108.12,4.13,4.58
BOND0455,NY,AA,Healthcare,3.16,2021-01-01,2036-01-01,109.32,3.32,9.47
BOND0456,CA,AA,Healthcare,5.14,2021-04-01,2032-04-01,96.53,2.07,4.35
BOND0457,FL,A,Utilities,4.92,2014-08-01,2032-08-01,94.05,4.35,6.1
BOND0458,NY,AA,Healthcare,4.78,2015-06-01,2023-06-01,109.68,3.28,6.77
BOND0459,TX,A,Transportation,3.81,2015-04-01,2023-04-01,95.16,4.85,4.76
BOND0460,TX,AA,Education,4.41,2010-07-01,2023-07-01,102.68,2.0,8.35
BOND0461,FL,A,Utilities,2.08,2021-05-01,2031-05-01,105.63,4.78,8.54
BOND0462,FL,AA,Utilities,4.14,2020-10-01,2025-10-01,95.44,1.72,9.02
BOND0463,TX,AA,Public Safety,5.16,2018-02-01,2034-02-01,99.26,3.08,6.53
BOND0464,IL,A,Public Safety,4.28,2014-04-01,2030-04-01,106.68,4.41,4.87
BOND0465,CA,AA,Education,4.84,2013-03-01,2021-03-01,103.56,1.78,8.81
BOND0466,IL,A,Education,2.84,2011-01-01,2031-01-01,98.8,4.86,3.42
BOND0467,FL,AA,Public Safety,2.92,2018-01-01,2028-01-01,91.45,2.2,8.07
BOND0468,CA,A,Education,4.98,2016-06-01,2032-06-01,90.42,4.22,9.44
BOND0469,TX,A,Healthcare,4.69,2022-06-01,2029-06-01,102.92,4.51,3.4
BOND0470,FL,A,Transportation,3.64,2018-06-01,2036-06-01,96.82,4.54,9.16
BOND0471,NY,AA,Transportation,3.14,2014-07-01,2031-07-01,101.41,2.9,7.27
BOND0472,TX,A,Public Safety,4.11,2010-07-01,2021-07-01,101.12,3.69,3.52
BOND0473,IL,AAA,Education,4.66,2010-05-01,2025-05-01,108.38,1.87,4.88
BOND0474,NY,A,Education,3.69,2015-01-01,2034-01-01,102.58,4.44,6.25
BOND0475,FL,AA,Transportation,2.11,2015-07-01,2030-07-01,90.05,2.61,8.55
BOND0476,IL,A,Transportation,2.06,2015-07-01,2025-07-01,107.31,3.82,8.57
BOND0477,CA,A,Transportation,2.13,2013-05-01,2032-05-01,100.77,3.51,3.08
BOND0478,NY,AA,Education,5.18,2017-01-01,2030-01-01,91.73,3.26,9.07
BOND0479,CA,AA,Healthcare,5.0,2016-01-01,2036-01-01,104.19,2.28,6.88
BOND0480,IL,AA,Public Safety,4.79,2020-03-01,2025-03-01,91.34,2.38,8.15
BOND0481,FL,AA,Utilities,4.98,2019-11-01,2027-11-01,90.68,2.92,7.24
BOND0482,FL,A,Transportation,3.12,2014-06-01,2028-06-01,93.74,4.46,8.63
BOND0483,IL,AA,Healthcare,5.44,2016-11-01,2035-11-01,92.73,1.51,5.66
BOND0484,IL,AA,Healthcare,2.39,2019-04-01,2028-04-01,109.66,3.33,5.52
BOND0485,FL,AA,Utilities,2.48,2012-06-01,2021-06-01,109.9,2.9,8.9
BOND0486,TX,AA,Utilities,2.76,2012-09-01,2019-09-01,104.09,2.86,3.01
BOND0487,FL,BBB,Utilities,3.55,2016-12-01,2028-12-01,94.0,5.0,8.37
BOND0488,CA,A,Healthcare,3.56,2017-01-01,2026-01-01,104.58,3.59,7.52
BOND0489,IL,AA,Transportation,5.18,2022-04-01,2038-04-01,102.82,2.01,9.49
BOND0490,IL,AA,Utilities,3.57,2020-07-01,2025-07-01,108.56,2.9,7.9
BOND0491,IL,A,Transportation,5.18,2019-05-01,2033-05-01,99.46,4.09,7.5
BOND0492,NY,A,Public Safety,4.86,2018-10-01,2034-10-01,105.76,4.89,8.65
BOND0493,FL,A,Healthcare,4.95,2010-09-01,2023-09-01,107.89,4.87,8.41
BOND0494,TX,AA,Utilities,4.2,2019-12-01,2024-12-01,92.94,1.6,9.34
BOND0495,FL,A,Education,4.97,2020-03-01,2035-03-01,100.05,3.7,7.13
BOND0496,IL,AA,Healthcare,4.04,2012-08-01,2025-08-01,90.06,3.09,5.29
BOND0497,TX,AA,Healthcare,2.98,2011-02-01,2031-02-01,108.77,2.44,7.26
BOND0498,NY,A,Public Safety,5.49,2018-09-01,2037-09-01,104.39,3.54,5.06
BOND0499,CA,A,Utilities,3.09,2021-05-01,2037-05-01,94.65,4.57,6.31
BOND0500,FL,AA,Healthcare,4.17,2014-07-01,2023-07-01,104.91,2.61,4.2
BOND0501,TX,A,Education,2.2,2018-06-01,2036-06-01,93.24,4.18,8.73
BOND0502,NY,AA,Public Safety,2.59,2021-04-01,2041-04-01,98.23,2.3,7.57
BOND0503,TX,AA,Education,5.02,2011-12-01,2021-12-01,92.38,1.59,5.48
BOND0504,NY,AA,Education,4.17,2021-03-01,2033-03-01,97.01,2.97,8.37
BOND0505,FL,AA,Utilities,5.44,2013-04-01,2018-04-01,104.59,2.42,6.06
BOND0506,NY,A,Transportation,3.8,2014-08-01,2023-08-01,101.54,3.58,6.57
BOND0507,NY,A,Healthcare,3.82,2018-10-01,2027-10-01,101.19,4.1,4.91
BOND0508,IL,AA,Education,4.56,2019-06-01,2025-06-01,97.52,2.81,7.28
BOND0509,IL,A,Education,3.16,2016-12-01,2021-12-01,105.57,4.5,9.79
BOND0510,NY,A,Education,4.96,2018-01-01,2038-01-01,102.87,4.19,4.64
BOND0511,CA,AA,Education,2.85,2020-12-01,2038-12-01,95.2,1.6,7.31
BOND0512,NY,A,Transportation,4.54,2010-11-01,2017-11-01,92.3,4.51,4.02
BOND0513,NY,AA,Transportation,3.33,2019-08-01,2033-08-01,94.49,1.64,9.81
BOND0514,FL,A,Public Safety,5.44,2010-01-01,2016-01-01,102.32,4.89,4.58
BOND0515,IL,A,Public Safety,2.18,2015-10-01,2028-10-01,103.6,4.02,8.37
BOND0516,NY,AA,Healthcare,4.18,2018-01-01,2037-01-01,106.37,2.34,7.36
BOND0517,TX,AA,Utilities,4.25,2014-03-01,2032-03-01,107.42,1.92,5.52
BOND0518,NY,AA,Public Safety,2.94,2014-12-01,2024-12-01,98.6,2.09,9.83
BOND0519,CA,AA,Education,4.01,2014-03-01,2030-03-01,96.15,2.07,3.96
BOND0520,IL,A,Education,4.74,2020-11-01,2031-11-01,96.82,4.13,7.87
BOND0521,TX,AA,Education,2.18,2016-07-01,2025-07-01,106.47,3.23,3.83
BOND0522,IL,A,Education,5.22,2016-10-01,2033-10-01,98.68,4.98,4.8
BOND0523,NY,A,Utilities,2.48,2020-02-01,2031-02-01,90.19,4.79,6.38
BOND0524,IL,A,Utilities,5.06,2010-05-01,2027-05-01,107.8,4.26,7.66
BOND0525,FL,AA,Transportation,3.29,2020-07-01,2031-07-01,95.65,2.73,8.51
BOND0526,NY,A,Healthcare,2.99,2017-01-01,2032-01-01,94.37,3.77,9.01
BOND0527,CA,A,Transportation,4.99,2016-05-01,2025-05-01,103.69,3.58,9.26
BOND0528,NY,A,Transportation,2.84,2021-09-01,2033-09-01,94.49,4.62,9.49
BOND0529,NY,A,Utilities,2.61,2016-12-01,2023-12-01,91.8,4.88,3.99
BOND0530,FL,A,Public Safety,2.08,2022-02-01,2034-02-01,94.44,4.21,3.22
BOND0531,IL,AA,Public Safety,2.63,2015-03-01,2028-03-01,104.25,2.62,8.53
BOND0532,IL,A,Education,3.84,2015-02-01,2025-02-01,108.8,4.41,6.17
BOND0533,CA,A,Education,5.4,2010-12-01,2030-12-01,96.54,3.59,7.82
BOND0534,TX,AA,Education,2.67,2012-02-01,2029-02-01,104.73,2.14,5.62
BOND0535,TX,AA,Transportation,4.95,2018-03-01,2031-03-01,104.59,3.34,4.8
BOND0536,CA,AA,Utilities,3.59,2010-09-01,2020-09-01,102.39,2.62,9.09
BOND0537,TX,AA,Education,4.84,2010-08-01,2021-08-01,92.79,2.15,9.88
BOND0538,TX,AA,Healthcare,4.58,2012-03-01,2028-03-01,95.98,1.57,5.31
BOND0539,FL,AA,Public Safety,2.98,2010-10-01,2020-10-01,106.99,2.6,7.32
BOND0540,CA,A,Healthcare,3.14,2014-08-01,2029-08-01,107.54,4.54,3.45
BOND0541,NY,A,Utilities,5.24,2013-06-01,2028-06-01,108.76,3.54,8.07
BOND0542,IL,AA,Education,5.45,2011-03-01,2030-03-01,102.1,2.96,4.91
BOND0543,IL,A,Healthcare,2.66,2018-05-01,2028-05-01,108.08,4.14,4.84
BOND0544,NY,A,Education,2.53,2019-03-01,2026-03-01,90.05,4.33,6.78
BOND0545,IL,A,Utilities,3.35,2011-10-01,2023-10-01,109.72,4.75,6.89
BOND0546,TX,AA,Healthcare,3.81,2019-10-01,2037-10-01,100.25,2.3,8.59
BOND0547,NY,AA,Utilities,3.16,2013-01-01,2024-01-01,98.22,2.75,8.63
BOND0548,CA,A,Utilities,4.36,2015-07-01,2029-07-01,98.12,4.78,7.83
BOND0549,CA,AA,Education,3.49,2019-12-01,2026-12-01,102.76,2.26,6.6
BOND0550,FL,AA,Public Safety,4.9,2019-08-01,2030-08-01,107.24,2.96,4.95
BOND0551,IL,A,Utilities,4.11,2011-04-01,2031-04-01,95.92,4.26,4.83
BOND0552,NY,A,Transportation,2.85,2012-08-01,2025-08-01,90.32,4.23,4.38
BOND0553,NY,AA,Public Safety,2.61,2013-05-01,2021-05-01,91.89,2.99,3.64
BOND0554,CA,AA,Healthcare,3.83,2017-10-01,2034-10-01,101.34,3.24,8.73
BOND0555,TX,A,Healthcare,4.34,2014-03-01,2028-03-01,105.55,3.74,6.85
BOND0556,CA,A,Healthcare,2.31,2010-05-01,2027-05-01,105.89,3.64,5.92
BOND0557,TX,A,Public Safety,3.29,2022-06-01,2033-06-01,93.12,3.9,7.16
BOND0558,CA,AA,Healthcare,4.11,2015-12-01,2032-12-01,101.21,2.79,3.13
BOND0559,IL,A,Healthcare,3.17,2014-06-01,2024-06-01,94.07,4.72,3.18
BOND0560,FL,A,Transportation,3.78,2022-12-01,2033-12-01,99.25,4.46,5.31
BOND0561,NY,A,Public Safety,4.57,2014-01-01,2030-01-01,96.6,3.56,7.48
BOND0562,NY,AA,Public Safety,5.11,2010-11-01,2027-11-01,90.3,2.87,4.36
BOND0563,CA,AA,Healthcare,3.42,2018-07-01,2023-07-01,100.64,3.27,4.05
BOND0564,IL,AA,Public Safety,4.69,2017-07-01,2023-07-01,101.65,2.89,7.52
BOND0565,FL,AA,Education,5.41,2014-06-01,2020-06-01,99.61,1.95,9.56
BOND0566,TX,AA,Healthcare,2.31,2015-06-01,2023-06-01,104.68,2.94,4.37
BOND0567,IL,AA,Healthcare,4.89,2017-12-01,2022-12-01,103.75,1.83,5.17
BOND0568,TX,A,Transportation,5.24,2017-08-01,2027-08-01,105.48,4.16,9.34
BOND0569,NY,AA,Utilities,4.32,2021-01-01,2031-01-01,100.42,2.66,6.79
BOND0570,NY,A,Utilities,3.17,2019-11-01,2033-11-01,103.93,3.85,5.44
BOND0571,NY,A,Transportation,3.1,2020-04-01,2038-04-01,106.05,3.65,6.75
BOND0572,FL,AA,Utilities,5.0,2015-08-01,2023-08-01,106.12,1.69,9.16
BOND0573,NY,A,Public Safety,4.84,2019-02-01,2036-02-01,99.47,3.73,8.5
BOND0574,NY,AA,Healthcare,4.16,2021-10-01,2034-10-01,96.71,3.23,5.42
BOND0575,FL,AA,Healthcare,4.93,2016-06-01,2034-06-01,108.02,2.26,8.84
BOND0576,NY,A,Utilities,2.3,2019-01-01,2039-01-01,105.84,4.06,8.2
BOND0577,IL,AA,Healthcare,5.29,2011-06-01,2019-06-01,100.27,3.05,9.4
BOND0578,CA,AA,Transportation,3.25,2010-01-01,2026-01-01,108.19,2.27,5.92
BOND0579,IL,A,Public Safety,2.05,2021-08-01,2027-08-01,90.89,4.08,6.28
BOND0580,CA,A,Public Safety,3.95,2015-04-01,2035-04-01,106.41,3.57,6.3
BOND0581,FL,AA,Healthcare,2.84,2014-06-01,2026-06-01,93.62,1.96,8.29
BOND0582,IL,AA,Education,2.4,2013-04-01,2029-04-01,97.77,1.59,7.22
BOND0583,TX,A,Transportation,5.42,2011-09-01,2021-09-01,101.01,4.97,4.26
BOND0584,FL,AA,Utilities,2.86,2017-03-01,2024-03-01,107.11,2.46,4.5
BOND0585,CA,AA,Healthcare,3.45,2012-01-01,2023-01-01,108.64,2.92,8.25
BOND0586,CA,AA,Utilities,4.03,2014-02-01,2033-02-01,92.73,1.8,8.05
BOND0587,TX,AA,Healthcare,2.91,2015-01-01,2024-01-01,106.31,2.1,8.84
BOND0588,IL,A,Healthcare,3.25,2022-10-01,2041-10-01,104.07,4.88,3.98
BOND0589,FL,AA,Utilities,5.11,2011-07-01,2030-07-01,105.15,1.87,7.73
BOND0590,TX,AA,Public Safety,3.98,2018-07-01,2032-07-01,102.56,2.48,7.73
BOND0591,IL,A,Public Safety,2.17,2016-10-01,2031-10-01,99.62,3.98,8.3
BOND0592,CA,AA,Transportation,5.33,2014-05-01,2033-05-01,94.14,2.55,9.85
BOND0593,NY,A,Public Safety,2.06,2022-07-01,2029-07-01,109.5,4.79,4.36
BOND0594,FL,A,Education,4.59,2019-11-01,2037-11-01,108.89,4.74,8.96
BOND0595,NY,A,Education,4.1,2019-10-01,2036-10-01,93.02,4.97,7.3
BOND0596,FL,AA,Utilities,5.42,2012-10-01,2029-10-01,105.01,3.32,4.88
BOND0597,NY,A,Education,3.23,2018-09-01,2036-09-01,101.19,4.34,6.62
